TipoDePublicacao,NumeroDaPublicacao,Revisao,DataEfetividade,DocAssociado,Emissor,ATA,Assunto,Categoria,Tipo,Aplicabilidade,DescAplicabilidade,Acao,Analista,TSN,DataAnalise,TipoDeControle,CSN,DataLimite,Justificativa
AD/CF/DA/CN,CF-2012-12,0,41001,SBS: A21813 REV.3/ A21802 REV.4 AND A21798 REV.5.,DT (Canada),72-ENGINE ,PROPELLER SHAFT CRACK,Mandatório,Modificação,Motor,PW127E - PCE-127180,Já incorporado,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- AD EMBODIED IN ACCORDANCE WITH STATUS OF AIRWORTHINESS DIRECTIVES FROM PRATT & WHITNEY DATED OF 25-SEP-2015
AD/CF/DA/CN,CF-2005-29,0,38607,21714R2; AL-2005-05,DT (Canada),72-ENGINE ,FIELD INSPECTION AND REPLACEMENT OF PROPELLER SHAFT,Mandatório,Modificação,Motor,PW127E - PCE-127180,Já incorporado,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- AD EMBODIED IN ACCORDANCE WITH STATUS OF AIRWORTHINESS DIRECTIVES FROM PRATT & WHITNEY DATED OF 25-SEP-2015
AD/CF/DA/CN,CF-2002-34,0,37491,P&WC SB 21562R2 AND 21669,DT (Canada),72-ENGINE ,PW120 ENGINES - INSPECTION / MODIFICATION OF MECHANICAL FUEL UNIT,Mandatório,,Motor,PW127E - PCE-127180,Não Aplicável,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED-  INSTALLED PART NUMBER IS POST  POST-SB21788
AD/CF/DA/CN,CF-2000-34,0,36889,-,DT (Canada),72-ENGINE ,REMOVE PRE-PW&C SB21100 STEWART WARNER FUEL HEATERS,Mandatório,Modificação,Motor,PW127E - PCE-127180,Já incorporado,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- AD EMBODIED IN ACCORDANCE WITH STATUS OF AIRWORTHINESS DIRECTIVES FROM PRATT & WHITNEY DATED OF 25-SEP-2015
AD/CF/DA/CN,CF-96-22,0,35430,P&WC SB 21077R7/ 21373R3,DT (Canada),72-ENGINE ,FUEL NOZZLE - LOCKING PLATES + "O" RINGS,Mandatório,Modificação,Motor,PW127E - PCE-127180,Já incorporado,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- AD EMBODIED IN ACCORDANCE WITH STATUS OF AIRWORTHINESS DIRECTIVES FROM EADS SECA DATED OF 25-11-2008
AD/CF/DA/CN,CF-94-01,0,34344,-,DT (Canada),72-ENGINE ,HIGH PRESSURE TURBINE (HPT) DISK,Mandatório,Modificação,Motor,PW127E - PCE-127180,Já incorporado,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- AD EMBODIED IN ACCORDANCE WITH STATUS OF AIRWORTHINESS DIRECTIVES FROM PRATT & WHITNEY DATED OF 25-SEP-2015
AD/CF/DA/CN,CF-88-11R1,1,-,ALERTWIRE 1988/05/13,DT (Canada),72-ENGINE ,CANCELLATION NOTICE - ALL ENG`S/SPARES ARE COMPLIANT,Mandatório,-,Motor,PW127E - PCE-127180,Cancelada / Suprecedida,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,CANCELLATION NOTICE - ALL ENG`S/SPARES ARE COMPLIANT
AD/CF/DA/CN,CF-2014-41,0,41982,SB 21861,DT (Canada),72-ENGINE ,ENGINE FUEL AND CONTROL - FUEL SPRAY NOZZLE – FUEL LEAKS RESULTING IN ENGINE FIRE,Mandatório,Modificação,Motor,PW127E - PCE-EB0002,Não Aplicável,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- NOT APPLICABLE TO INSTALLED CONFIGURATION OF FUEL NOZZLES IN ACCORDANCE WITH STATUS OF AIRWORTHINESS DIRECTIVES LUFTHANSA TECHNIK DATED OF 16-NOV-2018
AD/CF/DA/CN,CF-2005-11R2,2,-,P&WC 21705,DT (Canada),72-ENGINE ,CANCELLATION NOTICE - SUPERSEDED BY CF-2014-41 DECEMBER 9 2014,Mandatório,-,Motor,PW127E - PCE-EB0002,Cancelada / Suprecedida,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,CANCELLATION NOTICE - SUPERSEDED BY CF-2014-41 DECEMBER 9 2014
AD/CF/DA/CN,CF-2013-29,0,-,21803,DT (Canada),72-ENGINE ,CANCELLATION NOTICE - SUPERSEDED BY CF-2014-41 DECEMBER 9- 2014,Mandatório,-,Motor,PW127E - PCE-EB0002,Cancelada / Suprecedida,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,CANCELLATION NOTICE - SUPERSEDED BY CF-2014-41 DECEMBER 9- 2014
AD/CF/DA/CN,CF-2013-02,0,41305,P&WC SB 21823R2,DT (Canada),72-ENGINE ,FIRST STAGE POWER TURBINE BLADE FAILURE,Mandatório,Modificação,Motor,PW127E - PCE-EB0002,Já incorporado,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- AD EMBODIED IN ACCORDANCE WITH STATUS OF AIRWORTHINESS DIRECTIVES FROM PRATT & WHITNEY DATED OF 03-FEB-2020
AD/CF/DA/CN,CF-2012-12,0,41001,SBS: A21813 REV.3/ A21802 REV.4 AND A21798 REV.5.,DT (Canada),72-ENGINE ,PROPELLER SHAFT CRACK,Mandatório,Modificação,Motor,PW127E - PCE-EB0002,Não Aplicável,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- NOT APPLICABLE TO INSTALLED SERIAL NUMBER IN ACCORDANCE WITH STATUS OF AIRWORTHINESS DIRECTIVES LUFTHANSA TECHNIK DATED OF 16-NOV-2018
AD/CF/DA/CN,CF-2005-29,0,38607,21714R2; AL-2005-05,DT (Canada),72-ENGINE ,FIELD INSPECTION AND REPLACEMENT OF PROPELLER SHAFT,Mandatório,Modificação,Motor,PW127E - PCE-EB0002,Não Aplicável,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- NOT APPLICABLE TO INSTALLED SERIAL NUMBER IN ACCORDANCE WITH STATUS OF AIRWORTHINESS DIRECTIVES LUFTHANSA TECHNIK DATED OF 16-NOV-2018
AD/CF/DA/CN,CF-2002-34,0,37491,SB 21562R2 AND 21669,DT (Canada),72-ENGINE ,PW120 ENGINES - INSPECTION / MODIFICATION OF MECHANICAL FUEL UNIT,Mandatório,Modificação,Motor,PW127E - PCE-EB0002,Já incorporado,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- AD EMBODIED IN ACCORDANCE WITH STATUS OF AIRWORTHINESS DIRECTIVES FROM PRATT & WHITNEY DATED OF 03-FEB-2020
AD/CF/DA/CN,CF-2000-34,0,36889,-,DT (Canada),72-ENGINE ,REMOVE PRE-PW&C SB21100 STEWART WARNER FUEL HEATERS,Mandatório,Modificação,Motor,PW127E - PCE-EB0002,Já incorporado,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- AD EMBODIED IN ACCORDANCE WITH STATUS OF AIRWORTHINESS DIRECTIVES FROM PRATT & WHITNEY DATED OF 03-FEB-2020
AD/CF/DA/CN,CF-96-22,0,35430,21077R7/ 21373R3,DT (Canada),72-ENGINE ,FUEL NOZZLE - LOCKING PLATES + "O" RINGS,Mandatório,Modificação,Motor,PW127E - PCE-EB0002,Já incorporado,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- AD EMBODIED IN ACCORDANCE WITH STATUS OF AIRWORTHINESS DIRECTIVES LUFTHANSA TECHNIK DATED OF 16-NOV-2018
AD/CF/DA/CN,CF-94-01,0,34344,-,DT (Canada),72-ENGINE ,HIGH PRESSURE TURBINE (HPT) DISK,Mandatório,Modificação,Motor,PW127E - PCE-EB0002,Já incorporado,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- AD EMBODIED IN ACCORDANCE WITH STATUS OF AIRWORTHINESS DIRECTIVES FROM PRATT & WHITNEY DATED OF 03-FEB-2020
AD/CF/DA/CN,CF-88-11R1,1,-,ALERTWIRE 1988/05/13,DT (Canada),72-ENGINE ,CANCELLATION NOTICE - ALL ENG`S/SPARES ARE COMPLIANT,Mandatório,-,Motor,PW127E - PCE-EB0002,Cancelada / Suprecedida,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,CANCELLATION NOTICE - ALL ENG`S/SPARES ARE COMPLIANT
AD/CF/DA/CN,2002-15-03,0,37477,-,FAA (EUA),61-PROPELLERS,Propeller Blades ,Mandatório,Modificação,Hélice,568F-1 - FR000451,Não Aplicável,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- THE AFFECTED PART NUMBER AND SERIAL WERE NOT INSTALLED.  AT THE TIME OF THIS ANALYSIS THE PROPELLER ASSY WERE COMPOSED BY: HUB - PN:815500-3 SN:2015040109 TRANSFER TUBE - PN: 815587-3 SN: 990710 ACTUATOR ASSY - PN: 815585-7 SN:20071117 ADJUSTING NUT - PN: 814754-1 SN: TA0-200203004 BLADE 1 - PN: R815505R3W SN: FR1803  BLADE 2 - PN: R815505S3W SN: FR20041020RT BLADE 3 - PN: R815505-6 SN: FR201003044RT BLADE 4 - PN: R815505-6 SN: FR201111022RT BLADE 5 - PN: R815505-6 SN: FR2019040043RT BLADE 6 - PN: R815505-6 SN: FR201103065RT
AD/CF/DA/CN,2004-12-10,0,38187,-,FAA (EUA),61-PROPELLERS,Propeller Blades ,Mandatório,Modificação,Hélice,568F-1 - FR000451,Não Aplicável,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- THE AFFECTED PART NUMBER AND SERIAL WERE NOT INSTALLED.  AT THE TIME OF THIS ANALYSIS THE PROPELLER ASSY WERE COMPOSED BY: HUB - PN:815500-3 SN:2015040109 TRANSFER TUBE - PN: 815587-3 SN: 990710 ACTUATOR ASSY - PN: 815585-7 SN:20071117 ADJUSTING NUT - PN: 814754-1 SN: TA0-200203004 BLADE 1 - PN: R815505R3W SN: FR1803  BLADE 2 - PN: R815505S3W SN: FR20041020RT BLADE 3 - PN: R815505-6 SN: FR201003044RT BLADE 4 - PN: R815505-6 SN: FR201111022RT BLADE 5 - PN: R815505-6 SN: FR2019040043RT BLADE 6 - PN: R815505-6 SN: FR201103065RT
AD/CF/DA/CN,2009-07-06,0,39934,Alert S.B. 568F-61-A47,FAA (EUA),61-PROPELLERS,Propeller Blades ,Mandatório,Modificação,Hélice,568F-1 - FR000451,Não Aplicável,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- THE AFFECTED PART NUMBER AND SERIAL WERE NOT INSTALLED.  AT THE TIME OF THIS ANALYSIS THE PROPELLER ASSY WERE COMPOSED BY: HUB - PN:815500-3 SN:2015040109 TRANSFER TUBE - PN: 815587-3 SN: 990710 ACTUATOR ASSY - PN: 815585-7 SN:20071117 ADJUSTING NUT - PN: 814754-1 SN: TA0-200203004 BLADE 1 - PN: R815505R3W SN: FR1803  BLADE 2 - PN: R815505S3W SN: FR20041020RT BLADE 3 - PN: R815505-6 SN: FR201003044RT BLADE 4 - PN: R815505-6 SN: FR201111022RT BLADE 5 - PN: R815505-6 SN: FR2019040043RT BLADE 6 - PN: R815505-6 SN: FR201103065RT
AD/CF/DA/CN,2013-16-10,0,41536,14RF-9/P5186/ 14RF-21/P5189/ 14SF-5/P5188/ 14SF-7/P5185/ 4SF-11E/P5207/ 568F-1/P5206,FAA (EUA),61-PROPELLERS,Inspections,Mandatório,Informativa,Hélice,568F-1 - FR000451,Já incorporado,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- THE INSPECTION REQUIREMENTS OF THIS AD WERE INCORPORATED ON MAINTENANCE PROGRAM.  AT THE TIME OF THIS ANALYSIS THE PROPELLER ASSY WERE COMPOSED BY: HUB - PN:815500-3 SN:2015040109 TRANSFER TUBE - PN: 815587-3 SN: 990710 ACTUATOR ASSY - PN: 815585-7 SN:20071117 ADJUSTING NUT - PN: 814754-1 SN: TA0-200203004 BLADE 1 - PN: R815505R3W SN: FR1803  BLADE 2 - PN: R815505S3W SN: FR20041020RT BLADE 3 - PN: R815505-6 SN: FR201003044RT BLADE 4 - PN: R815505-6 SN: FR201111022RT BLADE 5 - PN: R815505-6 SN: FR2019040043RT BLADE 6 - PN: R815505-6 SN: FR201103065RT
AD/CF/DA/CN,2002-15-03,0,37477,-,FAA (EUA),61-PROPELLERS,Propeller Blades ,Mandatório,Modificação,Hélice,568F-1 - FR990752,Não Aplicável,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- THE AFFECTED PART NUMBER AND SERIAL WERE NOT INSTALLED.  AT THE TIME OF THIS ANALYSIS THE PROPELLER ASSY WERE COMPOSED BY: HUB - PN:815470-2 SN:2012060103 TRANSFER TUBE - PN: 815587-3 SN: 200909010 ACTUATOR ASSY - PN: 815585-7 SN:200612011 ADJUSTING NUT - PN: 814754-1 SN: 256 BLADE 1 - PN: R815505-6 SN: FR201301077RT  BLADE 2 - PN: R815505-6 SN: FR201305049RT BLADE 3 - PN: R815505-6 SN: FR20070741RT BLADE 4 - PN: R815505-6 SN: FR201301076RT BLADE 5 - PN: R815505-6 SN: FR201110042RT BLADE 6 - PN: R815505-6 SN: FR200902042RT
AD/CF/DA/CN,2004-12-10,0,38187,-,FAA (EUA),61-PROPELLERS,Propeller Blades ,Mandatório,Modificação,Hélice,568F-1 - FR990752,Não Aplicável,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- THE AFFECTED PART NUMBER AND SERIAL WERE NOT INSTALLED.  AT THE TIME OF THIS ANALYSIS THE PROPELLER ASSY WERE COMPOSED BY: HUB - PN:815470-2 SN:2012060103 TRANSFER TUBE - PN: 815587-3 SN: 200909010 ACTUATOR ASSY - PN: 815585-7 SN:200612011 ADJUSTING NUT - PN: 814754-1 SN: 256 BLADE 1 - PN: R815505-6 SN: FR201301077RT  BLADE 2 - PN: R815505-6 SN: FR201305049RT BLADE 3 - PN: R815505-6 SN: FR20070741RT BLADE 4 - PN: R815505-6 SN: FR201301076RT BLADE 5 - PN: R815505-6 SN: FR201110042RT BLADE 6 - PN: R815505-6 SN: FR200902042RT
AD/CF/DA/CN,2009-07-06,0,39934,Alert S.B. 568F-61-A47,FAA (EUA),61-PROPELLERS,Propeller Blades ,Mandatório,Modificação,Hélice,568F-1 - FR990752,Não Aplicável,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- THE AFFECTED PART NUMBER AND SERIAL WERE NOT INSTALLED.  AT THE TIME OF THIS ANALYSIS THE PROPELLER ASSY WERE COMPOSED BY: HUB - PN:815470-2 SN:2012060103 TRANSFER TUBE - PN: 815587-3 SN: 200909010 ACTUATOR ASSY - PN: 815585-7 SN:200612011 ADJUSTING NUT - PN: 814754-1 SN: 256 BLADE 1 - PN: R815505-6 SN: FR201301077RT  BLADE 2 - PN: R815505-6 SN: FR201305049RT BLADE 3 - PN: R815505-6 SN: FR20070741RT BLADE 4 - PN: R815505-6 SN: FR201301076RT BLADE 5 - PN: R815505-6 SN: FR201110042RT BLADE 6 - PN: R815505-6 SN: FR200902042RT
AD/CF/DA/CN,2013-16-10,0,41536,14RF-9/P5186/ 14RF-21/P5189/ 14SF-5/P5188/ 14SF-7/P5185/ 4SF-11E/P5207/ 568F-1/P5206,FAA (EUA),61-PROPELLERS,Inspections,Mandatório,Informativa,Hélice,568F-1 - FR990752,Já incorporado,Marcos Negreiros,N/A,43834,N/A,N/A,N/A,NO FURTHER ACTION REQUIRED- THE INSPECTION REQUIREMENTS OF THIS AD WERE INCORPORATED ON MAINTENANCE PROGRAM.  AT THE TIME OF THIS ANALYSIS THE PROPELLER ASSY WERE COMPOSED BY: HUB - PN:815470-2 SN:2012060103 TRANSFER TUBE - PN: 815587-3 SN: 200909010 ACTUATOR ASSY - PN: 815585-7 SN:200612011 ADJUSTING NUT - PN: 814754-1 SN: 256 BLADE 1 - PN: R815505-6 SN: FR201301077RT  BLADE 2 - PN: R815505-6 SN: FR201305049RT BLADE 3 - PN: R815505-6 SN: FR20070741RT BLADE 4 - PN: R815505-6 SN: FR201301076RT BLADE 5 - PN: R815505-6 SN: FR201110042RT BLADE 6 - PN: R815505-6 SN: FR200902042RT
AD/CF/DA/CN,2017-0244,0,21/12/2017,SB ATR42-57-0074,EASA (UE),57  WINGS,Wings - Outer Wing Box Upper Rib Feet,Mandatório,Inspeção Rep.,Célula,ATR 42-500 - PR-PDS (MSN: 561),Incorporar,André Torres,N/A,43976,FC/MO(WOF),Until 52080 Cy,20/12/2022,On the date of this analisys- aircraft MSN 561 has already performed fisrt inspection on 22/12/2018 (IAW EASYFLY WO 37900 - MSN 561 has accumulated 50325-30 FH and 46080 Cy) Next accomplishment of the following inspection should be done at intervals no to exceed 48 months or 6000FC. On the date of this analysis aircraft has accumulated TSN: 51874-9 and CSN: 48295- next accomplshment should be done until 20/12/2022 or when achieves 52080Cy WOF.  Accomplish a DVI of the LH and RH wing rib upper feet and upper panel between rib 24 and rib 29 IAW instructions of ATR SB.  Contact ATR for approved repair instructions if any discrepancy is detected during any inspection required- before next flight- within the compliance time specified in those instructions.  Repair of an aeroplane- as required above- does not constitute terminating action for the repetitive DVI as required- unless the ATR repair instructions specify otherwise.  Within 30 days after each DVI as required- the repair instructions have to be sent to ATR IAW instructions of ATR SB.
AD/CF/DA/CN,2012-0193-CN,0,43063,MRBR ATR42-400/-500 Rev 13 dated Nov/2011,EASA (UE),05-TIME LIMITS/MAINTENANCE CHECKS,Airworthiness Limitation Items - Structural Significant Item Tasks - Amendments,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Cancelada / Suprecedida,André Torres,N/A,43976,N/A,N/A,N/A,This AD is canceled- all the previous requirements- as well as the new ones- have been taken over into EASA AD 2017-0221 and AD 2017-0222.
AD/CF/DA/CN,2009-0242-CN,0,43063,TLD Rev.07,EASA (UE),05-TIME LIMITS/MAINTENANCE CHECKS,Time Limits/Maintenance Checks - Certification Maintenance Requirements and Critical Design Configuration Limitations [Fuel Tank Safety],Mandatório,Informativa,Célula,ATR 42-500 - PR-PDS (MSN: 561),Cancelada / Suprecedida,André Torres,N/A,43976,N/A,N/A,N/A,This AD is cancelled- all previous requirements- as well as the new ones- have been taken over into EASA AD 2017-0221- AD 2017-0222 and AD2017-0223.
AD/CF/DA/CN,2017-0172,0,42999,SLS SB 631-32-249,EASA (UE),32-LANDING GEAR,Landing Gear - Main Landing Gear Universal Joint - Inspection/Replacement,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Cancelada / Suprecedida,André Torres,N/A,43976,N/A,N/A,N/A,This AD is superseded by EASA AD 2018-0080
AD/CF/DA/CN,2017-0118,0,42937,ATR SB 42-92-0033,EASA (UE),92-Electrical System Installation,Electric/Electronic Common Installation - Wire Chafing Behind Cabin Sidewall - Inspection,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Cancelada / Suprecedida,André Torres,N/A,43976,N/A,N/A,N/A,This AD is superseded by EASA AD 2018-0105
AD/CF/DA/CN,2016-0135,0,42562,MBD SBS IAW table 2 of AD,EASA (UE),32-LANDING GEAR,Landing Gear - Main Landing Gear Hinge Pin - Inspection/Replacement,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Não Aplicável,André Torres,N/A,43976,N/A,N/A,N/A,On the date of this analisys- aircraft MSN 561 has installed the following MLG:  MLG RH - D22686500-5   SN: MN305     - WITH PINS PN D63823 (SN B2-2) AND D62054 (SN 12MN00001) IAW APRO COMPONENT LOG CARD (WO 3035270)     MLG LH-  D22685500-5   SN: MN305    - WITH PINS PN D63823 (SN B1-2) AND D62054 (SN B2-7) IAW APRO COMPONENT LOG CARD (WO 3035269)  NO ACTION REQUIRED BECAUSE THE PART NUMBER MENTIONED ABOVE ARE NOT LISTED ON SAFRAN MDB SBS (631-32-215R1/ 631-32-220R1/631-32-235)
AD/CF/DA/CN,2016-0070,0,42485,SB ATR42-33-0050,EASA (UE),33-LIGHTS,Lights Emergency Exit - Emergency Power Supply Unit - Inspection/Replacement,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Já incorporado,André Torres,N/A,43976,N/A,N/A,N/A,This AD is already embodied IAW AEROMAR OI 251837 IN 01/06/2016.
AD/CF/DA/CN,2016-0046,0,42440,SB ATR42-31-0091,EASA (UE),22-AUTO FLIGHT,Auto Pilot and Yaw Damper - Operational Limitations Aircraft Flight Manual - Amendment,Mandatório,Informativa,Célula,ATR 42-500 - PR-PDS (MSN: 561),Não Aplicável,André Torres,N/A,43976,N/A,N/A,N/A,This AD is not applicable to MSN 561 because aircrat is a a pre-mod 6977 IAW AIR- SB ATR42-31-0091 is not applicable to MSN 561- there´s no action required.
AD/CF/DA/CN,2015-0237R1,1,29/12/2015,SB ATR42-31-0091,EASA (UE),22-AUTO FLIGHT,Auto Pilot and Yaw Damper - Operational Limitations Master Minimum Equipment List,Mandatório,Informativa,Célula,ATR 42-500 - PR-PDS (MSN: 561),Não Aplicável,André Torres,N/A,25/05/2020,N/A,N/A,N/A,This AD is not applicable to MSN 561 because it´s a pre-mod 6977 and pre-mod 5948 IAW AIR
AD/CF/DA/CN,2015-0230,0,42353,N/A,EASA (UE),22-AUTO FLIGHT,Auto Pilot and Yaw Damper - Operational Limitations Master Minimum Equipment List,Mandatório,Informativa,Célula,ATR 42-500 - PR-PDS (MSN: 561),Cancelada / Suprecedida,André Torres,N/A,43976,N/A,N/A,N/A,SUPERSEDED BY EASA AD 2015-0237
AD/CF/DA/CN,2015-0171,0,42072,SB ATR42-92-0024,EASA (UE),92-Electrical System Installation,Electrical Routing – Electronic Rack 90 VU Shelf / Electrical,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Já incorporado,André Torres,N/A,43976,N/A,N/A,N/A,Requirements of this AD already done in accordance with AEROMAR OI ATR42-92-002
AD/CF/DA/CN,2015-0018,0,42054,SB ATR42-25-080/ATR42-25-0185/ATR42-25-0186,EASA (UE),25-EQUIPMENT/FURNISHINGS,Equipment / Furnishing – Type III Emergency Exit Door ,Mandatório,Modificação,Célula,ATR 42-500 - PR-PDS (MSN: 561),Não Aplicável,André Torres,N/A,43976,N/A,N/A,N/A,N/A due to mod 06518 was not embodied in production on aircraft MSN 561 in accordance with AIR. 
AD/CF/DA/CN,2014-0144R1,1,41803,SB ATR42-26-0031,EASA (UE),26-FIRE PROTECTION,Fire protection - Engine Fire Extinguishing Pipe - Inspection,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Não Aplicável,André Torres,N/A,43976,N/A,N/A,N/A,No action required because this directive is not applicable to MSN 561.
AD/CF/DA/CN,2014-0075R1,1,24/04/2014,ZODIAC SB 766983-28-002,EASA (UE),28-FUEL,Fuel - Fuel Probes - inspection / Replacement,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Não Aplicável,André Torres,N/A,43976,N/A,N/A,N/A,This directive is not applicable to MSN 561 because the aircraft is post-mod 04650 IAW MSN 0561 AIR.
AD/CF/DA/CN,2014-0052R1,1,41736,ATR SB42-92-0024,EASA (UE),92-Electrical System Installation,Electrical routíng - Elecfeénic Rack 90VU Shelf / Electrical,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Cancelada / Suprecedida,André Torres,N/A,43976,N/A,N/A,N/A,No action required- this AD is superseded by EASA 2015-0171.
AD/CF/DA/CN,2014-0074,0,41733,SAFRAN MDB 631-32 (IAW AD),EASA (UE),32-LANDING GEAR,Landíng Gear - Main Landing Gear HInge Pin - Inspection /,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Cancelada / Suprecedida,André Torres,N/A,43976,N/A,N/A,N/A,No action required- this drective is superseded by EASA AD 2016-0135
AD/CF/DA/CN,2014-0056,0,41719,SB ATR42-92-0025,EASA (UE),92-Electrical System Installation,Electrical Routing – Electronic Rack 120VU Shelf / Electrical Harness – Inspection / Modification,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Não Aplicável,André Torres,N/A,43976,N/A,N/A,N/A,No action requried- this AD is not applicable to MSN 561
AD/CF/DA/CN,2013-0280,0,41618,SB ATR42-25-0180,EASA (UE),25-EQUIPMENT/FURNISHINGS,Equipment / Furníshing - Type lil Emergency Exit Door,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Incorporar,André Torres,N/A,43976,N/A,N/A,N/A,This AD is superseded by EASA AD 2015-0018
AD/CF/DA/CN,2013-0032,0,41337,sb ATR42-30-0080/ATR42-30-0081,EASA (UE),30-ICE AND RAIN PROTECTION,Ice and Rain Protection – Pneumatic Ice Protection Dual Distributor Valves – Inspection / Replacement  ,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Não Aplicável,André Torres,N/A,43976,N/A,N/A,N/A,This AD is not applicable to MSN 561.
AD/CF/DA/CN,2012-0160,0,41099,SB ATR42-54-0029,EASA (UE),54  NACELLES / PYLONS, Nacelles / Pylons – Engine Nacelle Lower Fairing Junction with Underwing Box – Inspection ,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Já incorporado,André Torres,N/A,43976,N/A,N/A,N/A,The actions required on this directive are already embodied IAW AEROMAR OI 848
AD/CF/DA/CN,2011-0043,0,40632,SB G7490/G7492/G7493,EASA (UE),34-NAVIGATION,Navigation Systems - Mode-S Transponder Control Paneis n,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Não Aplicável,André Torres,N/A,43976,N/A,N/A,N/A,This directive is not applicable to MSN 561- aircraft is PRE Gables Enginnering SB G7490()-34-01- SB G7492()-34-01 Rev. 01 or SB G743 ()-34-01.
AD/CF/DA/CN,2010-0138,0,40374,SB ATR42-55-0014,EASA (UE),55  STABILIZERS,Stabilizers - Elevator Inboard Hinge Fitting Lower Stop Angles ,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Já incorporado,André Torres,N/A,43976,N/A,N/A,N/A,This directive is already embodied IAW  AEROMAR OI 833.
AD/CF/DA/CN,2010-0061,0,40282,L´Hotellier SB 863521-26-001 Rev 02,EASA (UE),26-FIRE PROTECTION,Fire Protection - Halon 1211 Fire Extinguishers,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Não Aplicável,André Torres,N/A,43976,N/A,N/A,N/A,AD is not applicable to MSN 561 due to P/N 863521-02 (S/N QL73790 and S/N QL73793)  is already installed on aircraft.
AD/CF/DA/CN,2009-0276R1,1,40214,L´Hotellier SB 863521-26-001,EASA (UE),26-FIRE PROTECTION,Fire Protectíon - Halón 1211 Fire Extinguishers,Mandatório,Inspeção única,Célula,ATR 42-500 - PR-PDS (MSN: 561),Cancelada / Suprecedida,André Torres,N/A,43976,N/A,N/A,N/A,AD is already superseded by AD 2010-0061
AD/CF/DA/CN,2007-0226R1,1,40141,SB ATR42-28-0039,EASA (UE),28-FUEL,Fuel - Fuel Tank System Wíring & Sensors ,Mandatório,Modificação,Célula,ATR 42-500 - PR-PDS (MSN: 561),Já incorporado,André Torres,N/A,43976,N/A,N/A,N/A,Required actions already performed IAW AEROMAR OI 771
